,name,price,url,description,Alcohol percentage,Bottle volume ml,Brand,Gift box,Country of origin,Type,Vintage,years old,brand_match,brand_match2,missing_brands
212,Glen Moray Classic Port Cask Finish Single Malt 700ml w/Gift Box,68.95,https://www.paneco.com.sg/products/glen-moray-classic-port-cask-finish-single-malt-700ml-w-gift-box,"
Glen Moray Classic Port Cask Finish is first matured in American oak casks for classic Speyside notes, it is then carefully finished over several months in port casks from Porto Cruz, renowned as the world's No. 1 port. Over time, these sweet Portuguese wine casks enrich our single malt with rich fruits and mellow wine notes - and give the whisky a distinctive rosy tint. Light, fruity and balanced, our Port Cask Finish is enjoyed by single malt lovers and whisky newcomers alike.
                ",40,700ml,glen moray,No,Scotland,,,,-,-,glen moray
213,Glen Moray Classic Sherry Cask Finish Single Malt 700ml w/ Gift Box,65.65,https://www.paneco.com.sg/products/glen-moray-classic-sherry-cask-finish-single-malt-700ml-w-gift-box,"
                  Only the finest Oloroso casks are used to mature this extraordinary single malt. The Elgin Classic's unmistakable vanilla and light oak is still evident but, with vibrant dried fruit and earthy, nutty notes of the sherry, the finish is multi-faceted and satisfyingly long with a tingle of spice. Dried fruits, cinnamon and toffee candy on the nose, with sweet vanilla oak, dark chocolate and oriental spice.
                ",40,700ml,glen moray,Yes,Scotland,,,,-,-,glen moray
214,Glen Moray Classic Single Malt 700ml w/Gift Box,74.95,https://www.paneco.com.sg/products/glen-moray-classic-single-malt-700ml-w-gift-box,"
                  Glen Moray’s signature Single Malt is aged for an average of seven years in entirely ex-bourbon casks, the majority of which are first-fill. The Elgin Classic is light, smooth, easy-drinking and competitively priced. Fragrant and lightly drying with warming malty notes. Butterscotch and shortbread with herbal grassy notes on the nose. Malty toffee sweetness with blackcurrant and a fragrant lemongrass citrus, with shortbread, fresh herbal notes and ginger marmalade on the finish.
                ",40,700ml,glen moray,No,Scotland,,,,-,-,glen moray
215,Glen Scotia 15 Year 700ml w/Gift Box,155,https://www.paneco.com.sg/products/glen-scotia-15-year-single-malt-700ml-w-gift-box,"
An exceptional single malt whisky matured from specially selected casks that deliver the true character of a 15 year old Campbeltown malt whisky.Distilling in the Kintyre peninsula dates back to 1609 with the granting of the first licence to produce ‘aqua vitae’. founded in 1832, in the victorian age, Campbeltown was known as the whisky capital of the world - one of the five distinctive malt producing regions of Scotland. 
                ",46,700ml,glen scotia,Yes,Scotland,,,15 Year,-,-,glen scotia
216,Glen Scotia 16 Year 1L w/Gift Box,209,https://www.paneco.com.sg/products/glen-scotia-16-year-single-malt-1l-w-gift-box,"
 Glen Scotia 16 Year is an understated and beautiful release from Campbeltown distillery Glen Scotia. Matured for 16 years in bourbon and American oak barrels, this is a pleasant 46% expression with notes  of orange peel and vanilla, as well as a nice creamy finish.
",46,1000ml,glen scotia,Yes,Scotland,,,16 Year,-,-,glen scotia
217,GlenAllachie 12 Year Single Malt 700ml w/Gift Box,129.95,https://www.paneco.com.sg/products/glenallachie-12-year-single-malt-700ml-w-gift-box,"
                  GlenAllachie 12 Year Old is the flagship within the GlenAllachie range. Having been matured in virgin oak, Oloroso Sherry and Pedro Ximenez Sherry casks, this whisky has a distinctive sweet and nutty flavour. 
                ",46,700ml,glenallachie,Yes,Scotland,,,12 Year,glenallachie,glenallachie,
218,GlenAllachie 15 Year Single Malt 700ml w/Gift Box,157.95,https://www.paneco.com.sg/products/glenallachie-15-year-single-malt-700ml-w-gift-box,"
                  GlenAllachie 15 Year was aged in Pedro Ximenez, oloroso and hogshead casks. The result is a whisky with a sherry profile at its peak.
                ",46,700ml,glenallachie,Yes,Scotland,,,15 Year,glenallachie,glenallachie,
219,GlenAllachie 25 Year Single Malt 700ml w/Gift Box,649,https://www.paneco.com.sg/products/glenallachie-25-year-single-malt-700ml-w-gift-box,"
                  The oldest expression within the new core range from GlenAllachie distillery. GlenAllachie 25 year was specially selected by Billy Walker. Matured in American oak, Pedro Ximénez and Oloroso casks for a quarter of a century
                ",48,700ml,glenallachie,Yes,Scotland,,,25 Year,glenallachie,glenallachie,
220,GlenDronach 10 Years Forgue 1L w/Gift Box,149.8,https://www.paneco.com.sg/products/glendronach-10-years-forgue-single-malt-1l-w-gift-box,"
GlenDronach Forgue 10 Years is a richly sherried matured in fine Pedro Ximénez and Oloroso sherry casks. A dram which encapsulates the heritage and terroir of Forgue: a cornucopia of brambles, ripe barley and resinous oak, with a long, lingering finish. 
                ",43,1000ml,glendronach,Yes,Scotland,,,10 Year,glendronach,glendronach,
221,Glenfarclas 10 Year Single Malt 700ml w/Gift Box,98.9,https://www.paneco.com.sg/products/glenfarclas-10-year-single-malt-700ml-w-gift-box,"
                  The producers recommend this as an aperitif whisky. It certainly offers more complexity than you'd expect from a 10 year old dram. A lovely, delicate whisky from Glenfarclas.

                ",40,700ml,glenfarclas,Yes,Scotland,,,10 Year,-,-,glenfarclas
222,Glenfarclas 105 Single Malt 1L w/Gift Box,169,https://www.paneco.com.sg/products/glenfarclas-105-single-malt-1l-w-gift-box,"
A great whisky holding all the flavours of all the Glenfarclas in one glass. Being so warming. Don’t be afraid of the strength and order a 210, if you dare!The smoothness makes the 105 drinkable at cask strength, but I suggest adding a little water to fully explore its great depth.The distinctive character of Glenfarclas Single Highland Malt Scotch Whisky, for which only three essential ingredients are required; pure spring water, malted barley and yeast, is due to the Grant family’s commitment to traditional distillation methods, combined with the unique size and shape of the Glenfarclas copper pot stills, the specially selected oak casks, and the style and location of the warehouses.

                ",60,1000ml,glenfarclas,Yes,Scotland,,,,-,-,glenfarclas
223,Glenfarclas 105 Single Malt 750ml w/Gift Box,129.5,https://www.paneco.com.sg/products/glenfarclas-105-single-malt-750ml-w-gift-box,"
A great whisky holding all the flavours of all the Glenfarclas in one glass. Being so warming. Don’t be afraid of the strength and order a 210, if you dare!The smoothness makes the 105 drinkable at cask strength, but I suggest adding a little water to fully explore its great depth.The distinctive character of Glenfarclas Single Highland Malt Scotch Whisky, for which only three essential ingredients are required; pure spring water, malted barley and yeast, is due to the Grant family’s commitment to traditional distillation methods, combined with the unique size and shape of the Glenfarclas copper pot stills, the specially selected oak casks, and the style and location of the warehouses.
                ",60,750ml,glenfarclas,Yes,Scotland,,,,-,-,glenfarclas
224,Glenfarclas 12 Year Single Malt 1L w/Gift Box,108,https://www.paneco.com.sg/products/glenfarclas-12-year-single-malt-1l-w-gift-box,"
                  Lots of sherry and fruit in this, Glenfarclas 12 was originally bottled for export and travel retail markets. In 2006, it was named the ""Best Sherried Whisky"" in the Single Malt World Cup, and in 2007 and 2008 it won Gold at the Stockholm Beer and Whisky Festival.
                ",43,1000ml,glenfarclas,Yes,Scotland,,,12 Year,-,-,glenfarclas
225,Glenfarclas 12 Year Single Malt 700ml w/Gift Box,94.98,https://www.paneco.com.sg/products/glenfarclas-12-year-single-malt-700ml-w-gift-box,"
                  An excellent introduction to the distillery style. Glenfarclas means Glen of the Green Grassland, and the freshness on the nose reminds me of grassland in spring. So, for me, this is the ‘farclas’ aroma. In 2006 this was named the ‘Best Sherried Whisky’ in the Single Malt World Cup. More recently Glenfarclas 12 Years Old won Gold at the Stockholm Beer & Whisky Festival in 2007 and again in 2008.
                ",43,700ml,glenfarclas,Yes,Scotland,,,12 Year,-,-,glenfarclas
226,Glenfarclas Heritage Single Malt 700ml w/Gift Box,96.95,https://www.paneco.com.sg/products/glenfarclas-heritage-single-malt-700ml-w-gift-box,"
                  Light and sugary, with an appreciable central weight, the Glenfarclas Heritage has no age statement and a pleasant profile. Notes of mint leaf and oak on the nose before coffee bean and apple pie warm the soul on the palate, leading to a peppery finish.
                ",40,700ml,glenfarclas,Yes,Scotland,,,,-,-,glenfarclas
227,Glenfiddich 15 Year Solera Reserve Single Malt 700ml w/Gift Box,93.5,https://www.paneco.com.sg/products/glenfiddich-15-year-solera-reserve-single-malt-700ml-w-gift-box,"
David was so inspired by the sherry bodegas of Spain that he designed a custom-built Solera Vat to add extra layers of smoothness and sweetness to the 15 Year Old expression. Eschewing the traditional, pyramid-style barrel construction, David drew on his 35 years of experience and understanding, as well as the knowledge passed down to him by previous generations of Malt Masters, to create something genuinely new.Being one of the oldest family-owned single malt distilleries in the world, Glenfiddich has carried its pioneering spirit through the generations. Malt Master, David Stewart, masterminded the Solera technique which makes its 15 Year Old expression so special.***Due Note actual packaging may differ from image shown*** 
                ",40,700ml,glenfiddich,Yes,Scotland,,,15 Year,glenfiddich,glenfiddich,
228,Glenfiddich 12 Year Single Malt 1L w/Gift Box,94,https://www.paneco.com.sg/products/glenfiddich-12-year-single-malt-1l-w-gift-box,"
                  This expression from Glenfiddich is very accessible for experienced drinkers and novices alike. It is carefully matured in the finest European oak and American oak sherry casks for at least 12 years and then mellowed in oak marrying tuns to create its sweet and subtle oak flavours.
                ",40,1000ml,glenfiddich,Yes,Scotland,,,12 Year,glenfiddich,glenfiddich,
229,Glenfiddich 12 Year Single Malt 700ml w/Gift Box,67.95,https://www.paneco.com.sg/products/glenfiddich-12-year-single-malt-700ml-w-gift-box,"
With a unique freshness from the same Highland spring water they’ve used since 1887, its distinctive fruitiness comes from the high cut point William Grant always insisted upon.Carefully matured in the finest American oak and European oak sherry casks for at least 12 years, it is mellowed in oak marrying tuns to create its sweet and subtle oak flavours.Flowing in the Valley of the Deer since 1887, this signature expression is the world’s most awarded single malt Scotch whisky.Creamy with a long, smooth and mellow finish, the 12 Year Old is the perfect example of Glenfiddich’s unique Speyside style and is widely proclaimed the best dram in the valley.***Due Note actual packaging may differ from image shown*** 
                ",40,700ml,glenfiddich,Yes,Scotland,,,12 Year,glenfiddich,glenfiddich,
230,Glenfiddich 18 year Single Malt 700ml w/Gift box,117.8,https://www.paneco.com.sg/products/glenfiddich-18-year-single-malt-700ml-w-gift-box,"
A truly exceptional single malt, the result not just of eighteen years of care and attention, but of whisky-making craft and knowledge passed down through the generations.Each note of maturing whisky grows and develops over time inside the casks. The baked apple notes of our 18 Year Old were once notes of fresh pear, now mellowed and softened.Spanish Oloroso wood and American oak are used to mature this rich, intriguingly fruity and robust oak expression, but there are many more reasons why this expression is special.
 
Every batch is individually numbered and carefully watched over. Each has extraordinary consistency and character from an intense marrying period, and a warming, distinguished finish.

                ",40,700ml,glenfiddich,Yes,Scotland,,,,glenfiddich,glenfiddich,
